Season,Club,First Name,Last Name,Position,Total Compensation,Base Salary
2007,LA Galaxy,David,Beckham,M,"$6,500,000.00","$5,500,000.00"
2007,Chicago Fire FC,Cuauhtemoc,Blanco,F,"$2,666,778.00","$2,492,316.00"
2007,New York Red Bulls,Juan Pablo,Angel,F,"$1,593,750.00","$1,500,000.00"
2007,New York Red Bulls,Claudio,Reyna,M,"$1,250,008.00","$1,000,008.00"
2007,LA Galaxy,Landon,Donovan,F,"$900,000.00","$900,000.00"
2007,FC Dallas,Denilson,De Oliveira,M,"$879,936.00","$872,736.00"
2007,Sporting Kansas City,Eddie,Johnson,F,"$875,000.00","$750,000.00"
2007,FC Dallas,Carlos,Ruiz,F,"$435,000.00","$325,000.00"
2007,New York Red Bulls,Clint,Mathis,M-F,"$410,000.00","$270,000.00"
2007,New England Revolution,Taylor,Twellman,F,"$350,008.00","$325,008.00"
2007,Houston Dynamo,Dwayne,DeRosario,M,"$325,000.00","$325,000.00"
2007,Toronto FC,Carl,Robinson,M,"$315,000.00","$300,000.00"
2007,Colorado Rapids,Pablo,Mastroeni,M-D,"$298,000.00","$280,000.00"
2007,DC United,Luciano,Emilio,F,"$293,125.00","$265,000.00"
2007,DC United,Jaime,Moreno,F,"$275,000.00","$250,000.00"
2007,Chicago Fire FC,Paulo,Wanchope,F,"$267,500.00","$240,000.00"
2007,Real Salt Lake,Eddie,Pope,D,"$265,000.00","$265,000.00"
2007,Toronto FC,Ronnie,O'Brien,M,"$258,750.00","$240,000.00"
2007,Chivas USA,Ante,Razov,F,"$248,750.00","$245,000.00"
2007,DC United,Greg,Vanney,D,"$236,667.00","$216,667.00"
2007,Houston Dynamo,Richard,Mulrooney,M,"$233,200.00","$220,000.00"
2007,Toronto FC,Jeffrey,Cunningham,F,"$232,500.00","$220,000.00"
2007,New England Revolution,Pat,Noonan,F,"$227,500.00","$225,000.00"
2007,Chicago Fire FC,Chris,Armas,M,"$225,000.00","$225,000.00"
2007,DC United,,Carreiro da Silva Fred,M-F,"$222,008.00","$190,008.00"
2007,FC Dallas,Shaka,Hislop,GK,"$220,800.00","$220,800.00"
2007,Houston Dynamo,Brian,Ching,F,"$220,000.00","$220,000.00"
2007,DC United,Cristian,Gomez,M,"$218,500.00","$216,000.00"
2007,New York Red Bulls,Dave,Van Den Bergh,M,"$214,583.00","$180,000.00"
2007,Sporting Kansas City,Jimmy,Conrad,D,"$206,000.00","$194,750.00"
2007,Toronto FC,Andrew,Welsh,M,"$204,750.00","$195,000.00"
2007,Colorado Rapids,Jovan,Kirovski,F,"$200,000.00","$200,000.00"
2007,New York Red Bulls,Ronald,Waterreus,GK,"$200,000.00","$200,000.00"
2007,New York Red Bulls,Dema,Kovalenko,M,"$197,375.00","$190,000.00"
2007,Houston Dynamo,Ricardo,Clark,M,"$195,000.00","$195,000.00"
2007,LA Galaxy,Joe,Cannon,GK,"$192,000.00","$192,000.00"
2007,Columbus Crew SC,Eddie,Gaven,M,"$188,000.00","$165,000.00"
2007,Chicago Fire FC,Ivan,Guerrero,D-M,"$187,500.00","$160,000.00"
2007,LA Galaxy,Chris,Klein,M,"$187,250.00","$180,000.00"
2007,New England Revolution,Shalrie,Joseph,D,"$180,625.00","$170,625.00"
2007,Colorado Rapids,Conor,Casey,F,"$180,000.00","$180,000.00"
2007,DC United,Ben,Olsen,M,"$177,500.00","$155,000.00"
2007,Real Salt Lake,Alecko,Eskandarian,F,"$175,500.00","$155,000.00"
2007,Columbus Crew SC,Frankie,Hejduk,D,"$175,000.00","$150,000.00"
2007,New York Red Bulls,Markus,Schopp,M,"$175,000.00","$175,000.00"
2007,Houston Dynamo,Pat,Onstad,GK,"$168,000.00","$168,000.00"
2007,Sporting Kansas City,Carlos,Marinelli,M,"$165,000.00","$165,000.00"
2007,Columbus Crew SC,Marcos,Gonzalez,D,"$162,250.00","$156,000.00"
2007,Toronto FC,Daniel,Dichio,F,"$158,125.00","$150,000.00"
2007,Toronto FC,Jim,Brennan,D,"$158,000.00","$150,000.00"
2007,Colorado Rapids,Jose,Cancela,M,"$156,000.00","$156,000.00"
2007,LA Galaxy,Abel,Xavier,D,"$156,000.00","$156,000.00"
2007,Sporting Kansas City,Kerry,Zavagnin,M,"$154,000.00","$154,000.00"
2007,Colorado Rapids,Terry,Cooke,M,"$152,500.00","$147,500.00"
2007,Chicago Fire FC,Wilman,Conde,D,"$151,500.00","$144,000.00"
2007,Columbus Crew SC,Guillermo Barros,Schelotto,F,"$150,000.00","$150,000.00"
2007,Sporting Kansas City,Kevin,Hartman,GK,"$150,000.00","$150,000.00"
2007,LA Galaxy,Edson,Buddle,F,"$150,000.00","$140,000.00"
2007,New England Revolution,Steve,Ralston,M,"$150,000.00","$150,000.00"
2007,New England Revolution,Matt,Reis,GK,"$150,000.00","$150,000.00"
2007,Toronto FC,Marvell,Wynne,D,"$150,000.00","$47,500.00"
2007,Toronto FC,Tyrone,Marshall,D,"$149,500.00","$142,000.00"
2007,Columbus Crew SC,Andy,Herron,F,"$148,750.00","$140,000.00"
2007,Chivas USA,Claudio,Suarez,D,"$146,992.00","$146,992.00"
2007,Colorado Rapids,Daniel,Osorno,F,"$143,000.00","$138,000.00"
2007,LA Galaxy,Chris,Albright,M-D,"$142,500.00","$142,500.00"
2007,Houston Dynamo,Wade,Barrett,D,"$141,750.00","$141,750.00"
2007,LA Galaxy,Carlos,Pavon,F,"$141,500.00","$132,000.00"
2007,Sporting Kansas City,Sasha,Victorine,M,"$140,000.00","$137,500.00"
2007,Sporting Kansas City,Nick,Garcia,D,"$136,250.00","$131,250.00"
2007,Chicago Fire FC,Justin,Mapp,M,"$136,000.00","$130,000.00"
2007,Toronto FC,Greg,Sutton,GK,"$132,563.00","$125,000.00"
2007,Toronto FC,Maurice,Edu,M,"$132,500.00","$50,000.00"
2007,Colorado Rapids,Nicolas,Hernandez,F,"$132,400.00","$130,000.00"
2007,LA Galaxy,Peter,Vagenas,M,"$131,875.00","$131,250.00"
2007,FC Dallas,Pablo,Ricchetti,M,"$126,625.00","$120,000.00"
2007,Chicago Fire FC,Diego,Gutierrez,M,"$126,500.00","$126,500.00"
2007,Colorado Rapids,Mike,Petke,D,"$126,000.00","$126,000.00"
2007,Columbus Crew SC,Alejandro,Moreno,F,"$125,000.00","$120,000.00"
2007,Houston Dynamo,Brian,Mullan,M,"$125,000.00","$125,000.00"
2007,Columbus Crew SC,Chad,Marshall,D,"$123,000.00","$100,000.00"
2007,Real Salt Lake,Kyle,Beckerman,M,"$122,500.00","$120,000.00"
2007,Chicago Fire FC,Jim,Curtin,D,"$120,750.00","$120,750.00"
2007,FC Dallas,Adrian,Serioux,D,"$120,500.00","$108,000.00"
2007,Houston Dynamo,Brad,Davis,M,"$120,000.00","$120,000.00"
2007,Real Salt Lake,Javier,Morales,M,"$120,000.00","$120,000.00"
2007,FC Dallas,Dario,Sala,GK,"$119,875.00","$110,000.00"
2007,Houston Dynamo,Nate,Jaqua,F,"$119,525.00","$112,500.00"
2007,DC United,Brian,Carroll,M,"$118,750.00","$115,000.00"
2007,Real Salt Lake,Carey,Talley,D,"$118,248.00","$118,248.00"
2007,Chivas USA,Ramon,Nunez,M,"$118,000.00","$100,000.00"
2007,Colorado Rapids,Facundo,Erpen,D,"$115,000.00","$115,000.00"
2007,Toronto FC,Collin,Samuel,F,"$115,000.00","$90,000.00"
2007,LA Galaxy,Ante,Jazic,D-M,"$114,250.00","$108,000.00"
2007,New England Revolution,Jay,Heaps,D,"$113,750.00","$110,000.00"
2007,LA Galaxy,Quavas,Kirk,F,"$111,500.00","$75,000.00"
2007,Real Salt Lake,Nikolas,Besagno,M,"$111,500.00","$75,000.00"
2007,Houston Dynamo,Eddie,Robinson,D,"$110,000.00","$110,000.00"
2007,Chivas USA,Jesse,Marsch,M,"$109,375.00","$100,000.00"
2007,New York Red Bulls,Josmer,Altidore,F,"$108,333.00","$85,000.00"
2007,Chicago Fire FC,C.J.,Brown,D,"$106,391.00","$106,391.00"
2007,New York Red Bulls,Santino,Quaranta,F,"$105,313.00","$100,000.00"
2007,Toronto FC,Marco,Reda,D,"$105,000.00","$100,000.00"
2007,FC Dallas,Chris,Gbandi,D,"$103,750.00","$100,000.00"
2007,Chivas USA,Sacha,Kljestan,M,"$103,000.00","$70,000.00"
2007,Houston Dynamo,Patrick,Ianni,D,"$103,000.00","$70,000.00"
2007,Real Salt Lake,Nathan,Sturgis,M,"$103,000.00","$70,000.00"
2007,Sporting Kansas City,Jose,Burciaga,D,"$102,500.00","$100,000.00"
2007,Columbus Crew SC,Ricardo,Virtuoso,M,"$102,000.00","$60,000.00"
2007,Sporting Kansas City,Davy,Arnaud,M,"$101,875.00","$100,000.00"
2007,Houston Dynamo,Paul,Dalglish,F,"$101,000.00","$96,000.00"
2007,FC Dallas,Juan Carlos,Toja,M,"$100,008.00","$100,008.00"
2007,Toronto FC,Todd,Dunivant,D,"$99,750.00","$99,750.00"
2007,LA Galaxy,Cobi,Jones,M,"$95,000.00","$95,000.00"
2007,Toronto FC,Chris,Pozniak,D,"$95,000.00","$90,000.00"
2007,Chivas USA,Francisco,Mendoza,M,"$93,750.00","$90,000.00"
2007,New England Revolution,Michael,Parkhurst,D,"$93,075.00","$80,575.00"
2007,Real Salt Lake,Chris,Seitz,GK,"$90,500.00","$55,000.00"
2007,New England Revolution,Joey,Franchino,D,"$90,000.00","$90,000.00"
2007,Chivas USA,Paulo,Nagamura,M,"$89,250.00","$89,250.00"
2007,Colorado Rapids,Jacob,Peterson,F,"$88,750.00","$70,000.00"
2007,DC United,Bryan,Namoff,D,"$88,750.00","$85,000.00"
2007,Colorado Rapids,Mehdi,Ballouchy,M,"$88,000.00","$70,000.00"
2007,Columbus Crew SC,Jacob,Thomas,M,"$87,750.00","$84,000.00"
2007,DC United,Troy,Perkins,GK,"$87,500.00","$85,000.00"
2007,Columbus Crew SC,Stefani,Miglioranzi,M,"$86,258.00","$70,008.00"
2007,Houston Dynamo,Craig,Waibel,D,"$85,000.00","$85,000.00"
2007,LA Galaxy,Kelly,Gray,M-D,"$85,000.00","$85,000.00"
2007,Chivas USA,Carlos,Llamosa,D,"$84,000.00","$84,000.00"
2007,FC Dallas,Kenny,Cooper,F,"$83,000.00","$80,000.00"
2007,FC Dallas,Abdus,Ibrahim,F,"$83,000.00","$50,000.00"
2007,FC Dallas,Roberto,Mina,F,"$80,000.00","$80,000.00"
2007,Chicago Fire FC,Bakary,Soumare,D,"$78,000.00","$45,000.00"
2007,Colorado Rapids,Nico,Colaluca,M,"$78,000.00","$45,000.00"
2007,FC Dallas,Anthony,Wallace,M,"$78,000.00","$45,000.00"
2007,New England Revolution,Amaechi,Igwe,F,"$78,000.00","$45,000.00"
2007,Columbus Crew SC,Ezra,Hendrickson,D-M,"$77,900.00","$76,650.00"
2007,Colorado Rapids,Brandon,Prideaux,D,"$76,403.00","$76,403.00"
2007,DC United,Bryan,Arguez,M-D,"$76,200.00","$45,000.00"
2007,DC United,Joshua,Gros,M,"$75,000.00","$72,500.00"
2007,Toronto FC,Adam,Braz,D,"$74,950.00","$67,200.00"
2007,Chicago Fire FC,Chris,Rolfe,F,"$74,700.00","$70,000.00"
2007,Chivas USA,Shavar,Thomas,D,"$73,750.00","$70,000.00"
2007,Chivas USA,Maykel,Galindo,F,"$72,500.00","$72,500.00"
2007,Columbus Crew SC,Duncan,Oughton,D,"$72,000.00","$72,000.00"
2007,Real Salt Lake,Edgar,Espindola,F,"$72,000.00","$72,000.00"
2007,FC Dallas,Marcelo,Saragosa,M,"$71,883.00","$67,008.00"
2007,Real Salt Lake,Ritchie,Kotschau,D,"$70,175.00","$69,300.00"
2007,Real Salt Lake,Andy,Williams,F,"$70,008.00","$70,008.00"
2007,Chivas USA,Orlando,Perez,D,"$70,000.00","$70,000.00"
2007,Real Salt Lake,Chris,Brown,M-F,"$70,000.00","$70,000.00"
2007,Chicago Fire FC,Logan,Pause,M,"$69,300.00","$69,300.00"
2007,Chivas USA,Alex,Zotinca,D,"$68,750.00","$67,500.00"
2007,Real Salt Lake,Nick,Rimando,GK,"$68,469.00","$64,125.00"
2007,Chivas USA,Brad,Guzan,GK,"$67,238.00","$52,238.00"
2007,Houston Dynamo,Ryan,Cochrane,D,"$66,149.00","$51,149.00"
2007,FC Dallas,Drew,Moor,D,"$65,850.00","$53,350.00"
2007,New York Red Bulls,Jon,Conway,GK,"$65,750.00","$65,000.00"
2007,New York Red Bulls,John,Wolyniec,F,"$65,625.00","$65,625.00"
2007,Columbus Crew SC,Rusty,Pierce,D,"$64,300.00","$63,000.00"
2007,New England Revolution,Avery,John,D,"$63,750.00","$63,000.00"
2007,New York Red Bulls,Carlos,Mendes,D,"$62,606.00","$62,606.00"
2007,FC Dallas,Bobby,Rhine,D,"$62,500.00","$60,000.00"
2007,Real Salt Lake,Chris,Wingert,D,"$62,494.00","$54,994.00"
2007,Houston Dynamo,Joseph,Ngwenya,F,"$62,023.00","$51,148.00"
2007,New York Red Bulls,Hunter,Freeman,D-M,"$60,600.00","$50,600.00"
2007,Chivas USA,Laurent,Merlin,M,"$60,000.00","$60,000.00"
2007,Colorado Rapids,Tony,Sanneh,D,"$60,000.00","$60,000.00"
2007,Chicago Fire FC,Jon,Busch,GK,"$58,008.00","$58,008.00"
2007,Colorado Rapids,Zach,Thornton,GK,"$57,600.00","$57,600.00"
2007,Chivas USA,Jonathan,Bornstein,D,"$57,500.00","$57,500.00"
2007,Sporting Kansas City,Ryan,Pore,F,"$57,325.00","$44,825.00"
2007,New York Red Bulls,Mike,Magee,F,"$57,206.00","$56,206.00"
2007,LA Galaxy,Israel,Sesay,F,"$57,083.00","$45,000.00"
2007,Columbus Crew SC,Danny,O'Rourke,M,"$56,331.00","$46,331.00"
2007,LA Galaxy,Kyle,Martino,M,"$55,297.00","$52,500.00"
2007,Colorado Rapids,Ugo,Ihemelu,D,"$55,000.00","$55,000.00"
2007,Columbus Crew SC,Jason,Garey,F,"$53,750.00","$41,250.00"
2007,DC United,Clyde,Simms,M,"$53,750.00","$52,500.00"
2007,Sporting Kansas City,Michael,Harrington,D,"$53,500.00","$36,000.00"
2007,FC Dallas,Clarence,Goodson,D,"$53,379.00","$48,379.00"
2007,Columbus Crew SC,Ned,Grabavoy,M,"$52,550.00","$45,050.00"
2007,Chivas USA,Preston,Burpo,GK,"$52,492.00","$52,492.00"
2007,Chicago Fire FC,Gonzalo,Segares,D,"$50,800.00","$48,300.00"
2007,Chicago Fire FC,Calen,Carr,F,"$50,500.00","$38,000.00"
2007,Houston Dynamo,Zachary,Wells,GK,"$50,400.00","$50,400.00"
2007,Real Salt Lake,Jamie,Watson,F,"$50,100.00","$45,100.00"
2007,Columbus Crew SC,Robbie,Rogers,F-M,"$50,000.00","$50,000.00"
2007,Sporting Kansas City,Jack,Jewsbury,M-F,"$50,000.00","$50,000.00"
2007,LA Galaxy,Gavin,Glinton,F,"$50,000.00","$50,000.00"
2007,New England Revolution,Doug,Warren,GK,"$50,000.00","$50,000.00"
2007,Colorado Rapids,Hercules,Gomez,F,"$49,350.00","$49,350.00"
2007,Columbus Crew SC,Danny,Szetela,M,"$48,760.00","$43,135.00"
2007,Chicago Fire FC,Chad,Barrett,F,"$48,713.00","$41,213.00"
2007,Real Salt Lake,Jack,Stewart,D,"$48,581.00","$41,081.00"
2007,New York Red Bulls,Jeff,Parke,D,"$48,500.00","$47,250.00"
2007,Real Salt Lake,Robert,Findley,F,"$48,500.00","$36,000.00"
2007,Columbus Crew SC,Tim,Ward,D,"$48,456.00","$38,456.00"
2007,New York Red Bulls,Francis,Doe,F,"$48,000.00","$48,000.00"
2007,Real Salt Lake,Matias,Mantilla,D,"$48,000.00","$48,000.00"
2007,New England Revolution,Marshall,Leonard,M,"$47,500.00","$47,500.00"
2007,Toronto FC,Andrew,Boyens,D,"$47,500.00","$30,000.00"
2007,FC Dallas,Arturo,Alvarez,M,"$46,019.00","$32,819.00"
2007,Sporting Kansas City,Yura,Movsisyan,F,"$45,750.00","$35,750.00"
2007,Chivas USA,Jason,Hernandez,D,"$45,625.00","$45,000.00"
2007,FC Dallas,Dax,McCarty,M,"$45,500.00","$33,000.00"
2007,FC Dallas,Blake,Wagner,D,"$45,500.00","$33,000.00"
2007,Chivas USA,John,Cunliffe,F,"$45,000.00","$30,000.00"
2007,Chicago Fire FC,Thiago,Correa,M,"$44,100.00","$44,100.00"
2007,New England Revolution,Khano,Smith,F,"$44,100.00","$44,100.00"
2007,New York Red Bulls,Chris,Leitch,D,"$43,200.00","$43,200.00"
2007,Real Salt Lake,Christian,Jimenez,M,"$43,075.00","$33,075.00"
2007,Columbus Crew SC,Kei,Kamara,F,"$43,000.00","$33,000.00"
2007,New England Revolution,Willie,Sims,F,"$43,000.00","$35,500.00"
2007,Chicago Fire FC,Dasan,Robinson,D,"$42,500.00","$42,500.00"
2007,LA Galaxy,Steve,Cronin,GK,"$42,229.00","$34,729.00"
2007,Sporting Kansas City,Eloy,Colombano,F-M,"$42,000.00","$42,000.00"
2007,LA Galaxy,Kevin,Harmse,M,"$40,800.00","$40,800.00"
2007,Sporting Kansas City,Will,John,M-F,"$40,575.00","$33,075.00"
2007,Chivas USA,David,Arvizu,F,"$40,500.00","$33,000.00"
2007,Columbus Crew SC,Jed,Zayner,D,"$40,500.00","$33,000.00"
2007,Toronto FC,Maycoll,Canizalez,M,"$40,000.00","$36,000.00"
2007,Toronto FC,Kenny,Stamatopolus,GK,"$37,500.00","$30,000.00"
2007,Chicago Fire FC,Osei,Telesford,D,"$36,625.00","$36,000.00"
2007,DC United,Nicholas,Addlery,F,"$36,000.00","$36,000.00"
2007,DC United,Jay,Nolly,GK,"$36,000.00","$36,000.00"
2007,Sporting Kansas City,Scott,Sealy,F,"$33,075.00","$33,075.00"
2007,Chicago Fire FC,Matt,Pickens,GK,"$32,340.00","$32,340.00"
2007,Houston Dynamo,Stuart,Holden,M,"$31,500.00","$31,500.00"
2007,Columbus Crew SC,William,Hesmer,GK,"$30,870.00","$30,870.00"
2007,FC Dallas,David,Wagenfuhr,D,"$30,870.00","$30,870.00"
2007,FC Dallas,Alex,Yi,D,"$30,870.00","$30,870.00"
2007,DC United,Robert,Boswell,D,"$30,870.00","$30,870.00"
2007,DC United,Jamil,Walker,M-F,"$30,870.00","$30,870.00"
2007,LA Galaxy,Alan,Gordon,F,"$30,870.00","$30,870.00"
2007,New England Revolution,Andy,Dorman,M,"$30,870.00","$30,870.00"
2007,New England Revolution,James,Riley,D-F,"$30,870.00","$30,870.00"
2007,New York Red Bulls,Kevin,Goldthwaite,D,"$30,870.00","$30,870.00"
2007,New York Red Bulls,Seth,Stammler,D,"$30,870.00","$30,870.00"
2007,Chicago Fire FC,Brian,Plotkin,M,"$30,000.00","$30,000.00"
2007,Chivas USA,Lawson,Vaughn,D,"$30,000.00","$30,000.00"
2007,Columbus Crew SC,Bill,Gaudette,GK,"$30,000.00","$30,000.00"
2007,Colorado Rapids,Bouna,Coundoul,GK,"$30,000.00","$30,000.00"
2007,Colorado Rapids,Omar,Cummings,F,"$30,000.00","$30,000.00"
2007,Colorado Rapids,Daniel,Gargan,M,"$30,000.00","$30,000.00"
2007,FC Dallas,Dominic,Oduro,F,"$30,000.00","$30,000.00"
2007,FC Dallas,Ricardo,Pereira,F,"$30,000.00","$30,000.00"
2007,FC Dallas,Abe,Thompson,F,"$30,000.00","$30,000.00"
2007,DC United,Marc,Burch,D,"$30,000.00","$30,000.00"
2007,DC United,Guy,Kpene,F,"$30,000.00","$30,000.00"
2007,DC United,Devon,McTavish,M,"$30,000.00","$30,000.00"
2007,DC United,Stanton,Mediate,M-F,"$30,000.00","$30,000.00"
2007,Houston Dynamo,Corey,Ashe,M,"$30,000.00","$30,000.00"
2007,Houston Dynamo,Chris,Wondolowski,M,"$30,000.00","$30,000.00"
2007,Sporting Kansas City,Aaron,Hohlbein,M-D,"$30,000.00","$30,000.00"
2007,Sporting Kansas City,Eric,Kronberg,GK,"$30,000.00","$30,000.00"
2007,Sporting Kansas City,Ryan,McMahen,M,"$30,000.00","$30,000.00"
2007,Sporting Kansas City,Kurt,Morsink,M,"$30,000.00","$30,000.00"
2007,Sporting Kansas City,Ryan,Raybould,D-M,"$30,000.00","$30,000.00"
2007,Sporting Kansas City,Tyson,Wahl,D,"$30,000.00","$30,000.00"
2007,LA Galaxy,Ty,Harden,D,"$30,000.00","$30,000.00"
2007,LA Galaxy,Troy,Roberts,D,"$30,000.00","$30,000.00"
2007,New England Revolution,Bryan,Byrne,M,"$30,000.00","$30,000.00"
2007,New England Revolution,Jeff,Larentowicz,M,"$30,000.00","$30,000.00"
2007,New England Revolution,Wells,Thompson,M,"$30,000.00","$30,000.00"
2007,New York Red Bulls,Dane,Richards,F-M,"$30,000.00","$30,000.00"
2007,Real Salt Lake,Kenny,Cutler,M,"$30,000.00","$30,000.00"
2007,Real Salt Lake,Willis,Forko,D,"$30,000.00","$30,000.00"
2007,Real Salt Lake,Atiba,Harris,F,"$30,000.00","$30,000.00"
2007,Real Salt Lake,Jean-Martial,Kipre,D,"$30,000.00","$30,000.00"
2007,Toronto FC,Andrea,Lombardo,F,"$30,000.00","$30,000.00"
2007,Chicago Fire FC,Floyd,Franks,M,"$17,700.00","$17,700.00"
2007,Chicago Fire FC,Jerson,Monteiro,F,"$17,700.00","$17,700.00"
2007,Chivas USA,Anthony,Hamilton,F,"$17,700.00","$17,700.00"
2007,Chivas USA,Rodrigo,Lopez,M,"$17,700.00","$17,700.00"
2007,Columbus Crew SC,Brad,Evans,F,"$17,700.00","$17,700.00"
2007,Columbus Crew SC,Andy,Gruenebaum,GK,"$17,700.00","$17,700.00"
2007,Columbus Crew SC,Brandon,Moss,M,"$17,700.00","$17,700.00"
2007,Colorado Rapids,Colin,Clark,F,"$17,700.00","$17,700.00"
2007,Colorado Rapids,Jordan,Harvey,D,"$17,700.00","$17,700.00"
2007,Colorado Rapids,Stephen,Keel,D,"$17,700.00","$17,700.00"
2007,Colorado Rapids,Daniel,Wasson,D,"$17,700.00","$17,700.00"
2007,FC Dallas,Ray,Burse,GK,"$17,700.00","$17,700.00"
2007,FC Dallas,Aaron,Pitchkolan,M,"$17,700.00","$17,700.00"
2007,DC United,Rod,Dyachenko,M,"$17,700.00","$17,700.00"
2007,DC United,Justin,Moose,M,"$17,700.00","$17,700.00"
2007,Houston Dynamo,Mike,Chabala,M,"$17,700.00","$17,700.00"
2007,Houston Dynamo,John-Michael,Hayden,M,"$17,700.00","$17,700.00"
2007,Houston Dynamo,Mpho,Moloi,M,"$17,700.00","$17,700.00"
2007,Sporting Kansas City,Edson,Elcock,M-F,"$17,700.00","$17,700.00"
2007,Sporting Kansas City,Aaron John,Godbolt,M,"$17,700.00","$17,700.00"
2007,Sporting Kansas City,Lance,Watson,M,"$17,700.00","$17,700.00"
2007,LA Galaxy,Michael,Randolph,D,"$17,700.00","$17,700.00"
2007,LA Galaxy,Josh,Tudela,M,"$17,700.00","$17,700.00"
2007,LA Galaxy,Kyle,Veris,D,"$17,700.00","$17,700.00"
2007,New England Revolution,Adam,Cristman,F,"$17,700.00","$17,700.00"
2007,New England Revolution,Ryan,Solle,M,"$17,700.00","$17,700.00"
2007,New York Red Bulls,Elie,Ikangu,M,"$17,700.00","$17,700.00"
2007,New York Red Bulls,Sinisa,Ubiparipovic,F-M,"$17,700.00","$17,700.00"
2007,New York Red Bulls,Joe,Vide,M,"$17,700.00","$17,700.00"
2007,Real Salt Lake,Kyle,Brown,F,"$17,700.00","$17,700.00"
2007,Real Salt Lake,Duke,Hashimoto,F,"$17,700.00","$17,700.00"
2007,Real Salt Lake,Chris,Lancos,D,"$17,700.00","$17,700.00"
2007,Real Salt Lake,Kyle,Reynish,GK,"$17,700.00","$17,700.00"
2007,Toronto FC,Srdjan,Djekanovic,GK,"$17,700.00","$17,700.00"
2007,Toronto FC,Tyler,Hemming,M,"$17,700.00","$17,700.00"
2007,Toronto FC,Cristian,Nunez,M,"$17,700.00","$17,700.00"
2007,Chivas USA,Jorge,Flores,M,"$13,275.00","$12,900.00"
2007,Chicago Fire FC,Michael,Banner,M,"$12,900.00","$12,900.00"
2007,Chicago Fire FC,Jeff,Curtin,D,"$12,900.00","$12,900.00"
2007,Chicago Fire FC,Bruno,Marques,M,"$12,900.00","$12,900.00"
2007,Chicago Fire FC,Nick,Noble,GK,"$12,900.00","$12,900.00"
2007,Chicago Fire FC,Jordan,Russolillo,D,"$12,900.00","$12,900.00"
2007,Chicago Fire FC,Daniel,Woolard,D,"$12,900.00","$12,900.00"
2007,Chivas USA,Desmond,Brooks,D,"$12,900.00","$12,900.00"
2007,Chivas USA,Bobby,Burling,F-D,"$12,900.00","$12,900.00"
2007,Chivas USA,Justin,Myers,GK,"$12,900.00","$12,900.00"
2007,Chivas USA,Eder,Robles,D,"$12,900.00","$12,900.00"
2007,Chivas USA,Erasmo,Solorzano,M,"$12,900.00","$12,900.00"
2007,Columbus Crew SC,Ben,Hunter,F,"$12,900.00","$12,900.00"
2007,Columbus Crew SC,Ryan,Junge,D,"$12,900.00","$12,900.00"
2007,Columbus Crew SC,Andrew,Peterson,M,"$12,900.00","$12,900.00"
2007,Colorado Rapids,John,DiRaimondo,M,"$12,900.00","$12,900.00"
2007,Colorado Rapids,Justin,Hughes,GK,"$12,900.00","$12,900.00"
2007,Colorado Rapids,Kosuke,Kimura,M,"$12,900.00","$12,900.00"
2007,Colorado Rapids,Nick,LaBrocca,M,"$12,900.00","$12,900.00"
2007,Colorado Rapids,Clifton,Wilmes,D,"$12,900.00","$12,900.00"
2007,FC Dallas,Juan Sebastian,Botero,M,"$12,900.00","$12,900.00"
2007,FC Dallas,Andrew,Daniels,D,"$12,900.00","$12,900.00"
2007,FC Dallas,Michael,Dello-Russo,D,"$12,900.00","$12,900.00"
2007,FC Dallas,Sandy,Gbandi,M,"$12,900.00","$12,900.00"
2007,FC Dallas,Scott,Jones,M,"$12,900.00","$12,900.00"
2007,DC United,Jeff,Carroll,M-D,"$12,900.00","$12,900.00"
2007,DC United,Shawn,Crowe,GK,"$12,900.00","$12,900.00"
2007,DC United,Stephen,DeRoux,M,"$12,900.00","$12,900.00"
2007,DC United,Mira,Mupier,F,"$12,900.00","$12,900.00"
2007,DC United,Brad,North,F,"$12,900.00","$12,900.00"
2007,Houston Dynamo,Eric,Ebert,M,"$12,900.00","$12,900.00"
2007,Houston Dynamo,Nick,Hatzke,M,"$12,900.00","$12,900.00"
2007,Houston Dynamo,Kenneth,Hoerner,M-F,"$12,900.00","$12,900.00"
2007,Houston Dynamo,Jordan,James,GK,"$12,900.00","$12,900.00"
2007,Houston Dynamo,Erik,Ustruck,M,"$12,900.00","$12,900.00"
2007,Sporting Kansas City,Willy,Guadarrama,F,"$12,900.00","$12,900.00"
2007,Sporting Kansas City,Chris,Konopka,GK,"$12,900.00","$12,900.00"
2007,Sporting Kansas City,Michael,Kraus,M-F,"$12,900.00","$12,900.00"
2007,Sporting Kansas City,Amir,Lowery,M,"$12,900.00","$12,900.00"
2007,LA Galaxy,Mike,Caso,M,"$12,900.00","$12,900.00"
2007,LA Galaxy,Lance,Friesz,GK,"$12,900.00","$12,900.00"
2007,New England Revolution,Gary,Flood,D,"$12,900.00","$12,900.00"
2007,New England Revolution,Miguel,Gonzalez,M,"$12,900.00","$12,900.00"
2007,New England Revolution,Kyle,Helton,D,"$12,900.00","$12,900.00"
2007,New England Revolution,Brad,Knighton,GK,"$12,900.00","$12,900.00"
2007,New England Revolution,Chris,Loftus,F,"$12,900.00","$12,900.00"
2007,New England Revolution,Arsene,Oka,M,"$12,900.00","$12,900.00"
2007,New York Red Bulls,Salvatore,Caccavale,M,"$12,900.00","$12,900.00"
